   h    k    l       d(Å)      F(real)      F(imag)          |F|         2θ          I    M
  12    4   -2   0.800937   -66.577665   -10.375376      67.3813        nan        nan   12
  12    4    2   0.800937   -66.577665    10.375376      67.3813        nan        nan   12
   8    8   -6   0.800937   -33.589427   -31.814189      46.2644        nan        nan   12
   6   11    3   0.796098   -19.451026   -21.385420      28.9081        nan        nan   12
  11    6   -3   0.796098   -37.581281    41.621955       56.078        nan        nan   12
  11    6    3   0.796098   -37.581281   -41.621955       56.078        nan        nan   12
   7    9   -6   0.796098   -22.307347    -3.041840      22.5138        nan        nan   12
   7    9    6   0.796098    22.307347    -3.041840      22.5138        nan        nan   12
   9    7   -6   0.796098     1.520867   -66.436744      66.4541        nan        nan   12
   9    7    6   0.796098    -1.520867   -66.436744      66.4541        nan        nan   12
   9    9   -2   0.796098   -35.882572    13.609904      38.3769        nan        nan   12
   9    9    2   0.796098    35.882572    13.609904      38.3769        nan        nan   12
   6   11   -3   0.796098    19.451026   -21.385420      28.9081        nan        nan   12
   8   10    2   0.791345    50.270077   -28.044286      57.5636        nan        nan   12
  10    8   -2   0.791345    58.768164    -8.867012      59.4333        nan        nan   12
  10    8    2   0.791345    58.768164     8.867012      59.4333        nan        nan   12
   8   10   -2   0.791345    50.270077    28.044286      57.5636        nan        nan   12
   8    9    5   0.786676    64.626271    -0.828018      64.6316        nan        nan   12
   9    8    5   0.786676    74.058310    21.150817      77.0194        nan        nan   12
   7   11    0   0.786676     0.000000    79.478167      79.4782        nan        nan   12
  11    7    0   0.786676     0.000000    68.370912      68.3709        nan        nan   12
   5   12    1   0.786676   -40.167673     9.290006       41.228        nan        nan   12
  12    5   -1   0.786676    85.921541    51.430069      100.138        nan        nan   12
  12    5    1   0.786676   -85.921541    51.430069      100.138        nan        nan   12
   8    9   -5   0.786676   -64.626271    -0.828018      64.6316        nan        nan   12
   9    8   -5   0.786676    74.058310   -21.150817      77.0194        nan        nan   12
   5   12   -1   0.786676   -40.167673    -9.290006       41.228        nan        nan   12
  13    0    1   0.786676     0.000000    10.056349      10.0563        nan        nan   12
  13    1    0   0.786676     0.000000     4.182900       4.1829        nan        nan   12
  10    6   -6   0.782089   -23.308826   -26.679986      35.4277        nan        nan   12
  10    6    6   0.782089   -23.308826    26.679986      35.4277        nan        nan   12
   7   11    2   0.777581   -93.637692   -27.056959      97.4684        nan        nan   12
  11    7    2   0.777581    72.907186   -37.313966      81.9011        nan        nan   12
   7   10   -5   0.777581   -29.102755    48.788003      56.8088        nan        nan   12
   7   10    5   0.777581   -29.102755   -48.788003      56.8088        nan        nan   12
  10    7    5   0.777581    91.789467    38.297894      99.4587        nan        nan   12
   7   11   -2   0.777581    93.637692   -27.056959      97.4684        nan        nan   12
  11    7   -2   0.777581   -72.907186   -37.313966      81.9011        nan        nan   12
  13    1   -2   0.777581    99.673259   -24.559603      102.654        nan        nan   12
  13    1    2   0.777581   -99.673259   -24.559603      102.654        nan        nan   12
  13    2   -1   0.777581   -77.283826   -35.648300      85.1093        nan        nan   12
  13    2    1   0.777581   -77.283826    35.648300      85.1093        nan        nan   12
  10    7   -5   0.777581   -91.789467    38.297894      99.4587        nan        nan   12
  12    4    4   0.773150    22.288340    28.828541      36.4397        nan        nan   12
  12    4   -4   0.773150    22.288340   -28.828541      36.4397        nan        nan   12
   9    9   -4   0.768795     7.527333    85.241382      85.5731        nan        nan   12
   9    9    4   0.768795    -7.527333    85.241382      85.5731        nan        nan   12
   5   12   -3   0.768795    20.856759   -10.850175      23.5102        nan        nan   12
   5   12    3   0.768795    20.856759    10.850175      23.5102        nan        nan   12
  12    5   -3   0.768795    82.236814    34.127614       89.037        nan        nan   12
  12    5    3   0.768795   -82.236814    34.127614       89.037        nan        nan   12
   3   13    0   0.768795     0.000000    72.089993        72.09        nan        nan   12
  13    3    0   0.768795     0.000000    -8.385243      8.38524        nan        nan   12
   8   10   -4   0.764512  -118.765395   -26.434480      121.672        nan        nan   12
   8   10    4   0.764512  -118.765395    26.434480      121.672        nan        nan   12
  10    8   -4   0.764512  -136.469236     9.788406       136.82        nan        nan   12
  10    8    4   0.764512  -136.469236    -9.788406       136.82        nan        nan   12
   6   12    0   0.764512   -82.443816     0.000000      82.4438        nan        nan   12
  12    6    0   0.764512  -151.843478     0.000000      151.843        nan        nan   12
   6   11   -5   0.760299  -176.794238   -33.723456      179.982        nan        nan   12
   6   11    5   0.760299   176.794238   -33.723456      179.982        nan        nan   12
  11    6   -5   0.760299   -71.087615    49.427008      86.5822        nan        nan   12
  11    6    5   0.760299   -71.087615   -49.427008      86.5822        nan        nan   12
   9   10    1   0.760299     4.868997   -20.766867        21.33        nan        nan   12
  10    9   -1   0.760299     7.947983   -39.717576       40.505        nan        nan   12
  10    9    1   0.760299    -7.947983   -39.717576       40.505        nan        nan   12
  13    2   -3   0.760299   119.918719    -9.482654      120.293        nan        nan   12
  13    2    3   0.760299   119.918719     9.482654      120.293        nan        nan   12
  13    3   -2   0.760299    70.734309   -17.802762      72.9403        nan        nan   12
  13    3    2   0.760299   -70.734309   -17.802762      72.9403        nan        nan   12
   9   10   -1   0.760299     4.868997    20.766867        21.33        nan        nan   12
   6   12    2   0.756156    46.670717    46.987768      66.2269        nan        nan   12
  12    6    2   0.756156    39.691538   -30.664874      50.1573        nan        nan   12
   6   12   -2   0.756156    46.670717   -46.987768      66.2269        nan        nan   12
  12    6   -2   0.756156    39.691538    30.664874      50.1573        nan        nan   12
   8   11    1   0.752080    88.518654    31.339364      93.9027        nan        nan   12
   7   11    4   0.752080    -4.115081    25.505331      25.8352        nan        nan   12
  11    7   -4   0.752080   -21.581471    21.667669      30.5818        nan        nan   12
  11    7    4   0.752080    21.581471    21.667669      30.5818        nan        nan   12
  11    8   -1   0.752080   -37.081811   -21.960078      43.0965        nan        nan   12
  11    8    1   0.752080   -37.081811    21.960078      43.0965        nan        nan   12
   8   11   -1   0.752080   -88.518654    31.339364      93.9027        nan        nan   12
   7   11   -4   0.752080     4.115081    25.505331      25.8352        nan        nan   12
   4   13   -1   0.752080   -61.176753    -3.386995      61.2704        nan        nan   12
   4   13    1   0.752080    61.176753    -3.386995      61.2704        nan        nan   12
  13    4   -1   0.752080    72.445332   -63.646248      96.4322        nan        nan   12
  13    4    1   0.752080    72.445332    63.646248      96.4322        nan        nan   12
   9   10    3   0.744121   -70.576635    -8.325059      71.0659        nan        nan   12
  10    9   -3   0.744121    19.358125    36.625961       41.427        nan        nan   12
  10    9    3   0.744121   -19.358125    36.625961       41.427        nan        nan   12
   9   10   -3   0.744121   -70.576635     8.325059      71.0659        nan        nan   12
   8    8    8   0.740235  -174.372834    63.226518      185.482        nan        nan    4
   8    8   -8   0.740235  -174.372834   -63.226518      185.482        nan        nan    4
   5   13    0   0.736410     0.000000    96.699429      96.6994        nan        nan   12
  13    5    0   0.736410    -0.000000   -12.947201      12.9472        nan        nan   12
   8    9   -7   0.736410    -8.194861    49.049793      49.7296        nan        nan   12
   8    9    7   0.736410     8.194861    49.049793      49.7296        nan        nan   12
   9    8   -7   0.736410    29.782250   -21.887489        36.96        nan        nan   12
   9    8    7   0.736410    29.782250    21.887489        36.96        nan        nan   12
   8   11   -3   0.736410   -57.277069    58.442214        81.83        nan        nan   12
   8   11    3   0.736410    57.277069    58.442214        81.83        nan        nan   12
  11    8   -3   0.736410   -55.817202    13.917824      57.5262        nan        nan   12
  11    8    3   0.736410   -55.817202   -13.917824      57.5262        nan        nan   12
   7   12    1   0.736410    -4.233766   -28.130187       28.447        nan        nan   12
  12    5   -5   0.736410  -114.149109    -6.060219       114.31        nan        nan   12
  12    5    5   0.736410   114.149109    -6.060219       114.31        nan        nan   12
  12    7   -1   0.736410  -105.444521    80.109566      132.424        nan        nan   12
  12    7    1   0.736410   105.444521    80.109566      132.424        nan        nan   12
   4   13   -3   0.736410   -26.874584   -25.214772      36.8514        nan        nan   12
   4   13    3   0.736410    26.874584   -25.214772      36.8514        nan        nan   12
  13    4   -3   0.736410   -72.487987    25.989607      77.0063        nan        nan   12
  13    4    3   0.736410   -72.487987   -25.989607      77.0063        nan        nan   12
   7   12   -1   0.736410    -4.233766    28.130187       28.447        nan        nan   12
  12    6    4   0.732643   -12.930160    41.306741      43.2832        nan        nan   12
  14    0    0   0.732643   -18.562315     0.000000      18.5623        nan        nan    6
   6   12   -4   0.732643    70.977315    22.368029      74.4185        nan        nan   12
   6   12    4   0.732643    70.977315   -22.368029      74.4185        nan        nan   12
  12    6   -4   0.732643   -12.930160   -41.306741      43.2832        nan        nan   12
  10    7    7   0.728933   -38.747914   -31.597871      49.9983        nan        nan   12
   5   13    2   0.728933     2.528961    30.811825      30.9154        nan        nan   12
  13    5    2   0.728933   109.997782   -12.541543       110.71        nan        nan   12
   9    9   -6   0.728933   -89.552547   -36.502634      96.7063        nan        nan   12
   9    9    6   0.728933    89.552547   -36.502634      96.7063        nan        nan   12
  10    7   -7   0.728933    38.747914   -31.597871      49.9983        nan        nan   12
  14    1   -1   0.728933    14.545280    23.923651      27.9983        nan        nan   12
  14    1    1   0.728933   -14.545280    23.923651      27.9983        nan        nan   12
   5   13   -2   0.728933    -2.528961    30.811825      30.9154        nan        nan   12
  13    5   -2   0.728933  -109.997782   -12.541543       110.71        nan        nan   12
   8   10    6   0.725279    -1.751128    16.858857      16.9496        nan        nan   12
  10    8    6   0.725279    80.835066    28.925040      85.8543        nan        nan   12
   2   14    0   0.725279     1.125745    -0.000000      1.12574        nan        nan   12
  14    2    0   0.725279  -119.522034     0.000000      119.522        nan        nan   12
   8   10   -6   0.725279    -1.751128   -16.858857      16.9496        nan        nan   12
  10    8   -6   0.725279    80.835066   -28.925040      85.8543        nan        nan   12
  10   10    0   0.725279    -8.032949     0.000000      8.03295        nan        nan   12
   9   11    0   0.721680     0.000000    45.979552      45.9796        nan        nan   12
  11    9    0   0.721680     0.000000    43.492756      43.4928        nan        nan   12
   7   12   -3   0.721680   -59.181607    39.334984      71.0613        nan        nan   12
   7   12    3   0.721680   -59.181607   -39.334984      71.0613        nan        nan   12
  12    7   -3   0.721680   -47.193302    43.455592      64.1529        nan        nan   12
  12    7    3   0.721680    47.193302    43.455592      64.1529        nan        nan   12
  10   10   -2   0.718134    -2.947848   -12.885805      13.2187        nan        nan   12
  10   10    2   0.718134    -2.947848    12.885805      13.2187        nan        nan   12
  14    2   -2   0.718134   -71.460674    39.838225      81.8151        nan        nan   12
  14    2    2   0.718134   -71.460674   -39.838225      81.8151        nan        nan   12
  10    9    5   0.714639    64.981557   -53.252231      84.0143        nan        nan   12
   9   11    2   0.714639    -9.349435    -4.254457      10.2719        nan        nan   12
   7   11    6   0.714639    48.868691    -0.130093      48.8689        nan        nan   12
  11    7    6   0.714639    -7.848427    -0.963053      7.90729        nan        nan   12
  11    9    2   0.714639   -28.688839   -11.873400      31.0488        nan        nan   12
   3   14   -1   0.714639   -74.769688    57.515039      94.3318        nan        nan   12
   3   14    1   0.714639   -74.769688   -57.515039      94.3318        nan        nan   12
  14    3   -1   0.714639   -18.649537    57.626680      60.5693        nan        nan   12
  14    3    1   0.714639    18.649537    57.626680      60.5693        nan        nan   12
   9   10   -5   0.714639    72.756675    35.899751      81.1315        nan        nan   12
   9   10    5   0.714639    72.756675   -35.899751      81.1315        nan        nan   12
  10    9   -5   0.714639   -64.981557   -53.252231      84.0143        nan        nan   12
   9   11   -2   0.714639     9.349435    -4.254457      10.2719        nan        nan   12
   7   11   -6   0.714639   -48.868691    -0.130093      48.8689        nan        nan   12
  11    7   -6   0.714639     7.848427    -0.963053      7.90729        nan        nan   12
  11    9   -2   0.714639    28.688839   -11.873400      31.0488        nan        nan   12
   6   13   -1   0.714639   -81.664596   -43.128814      92.3537        nan        nan   12
   6   13    1   0.714639    81.664596   -43.128814      92.3537        nan        nan   12
  13    6   -1   0.714639     0.535030    40.927692      40.9312        nan        nan   12
  13    6    1   0.714639     0.535030   -40.927692      40.9312        nan        nan   12
   8   12    0   0.711195    42.186313    -0.000000      42.1863        nan        nan   12
  12    8    0   0.711195     3.757189    -0.000000      3.75719        nan        nan   12
   8   11    5   0.707800    17.743691    22.528960      28.6774        nan        nan   12
  11    8    5   0.707800     8.721387     5.542361      10.3335        nan        nan   12
   8   11   -5   0.707800   -17.743691    22.528960      28.6774        nan        nan   12
  11    8   -5   0.707800     8.721387    -5.542361      10.3335        nan        nan   12
   5   13   -4   0.707800     8.656312    49.880498       50.626        nan        nan   12
  13    5   -4   0.707800    14.804074    -4.843700      15.5763        nan        nan   12
   5   13    4   0.707800    -8.656312    49.880498       50.626        nan        nan   12
  13    5    4   0.707800   -14.804074    -4.843700      15.5763        nan        nan   12
   8   12    2   0.704454     5.482762    21.218612      21.9155        nan        nan   12
   8   12   -2   0.704454     5.482762   -21.218612      21.9155        nan        nan   12
  12    8    2   0.704454    54.640088     6.904694      55.0746        nan        nan   12
  12    8   -2   0.704454    54.640088    -6.904694      55.0746        nan        nan   12
   4   14    0   0.704454  -125.110540     0.000000      125.111        nan        nan   12
  14    4    0   0.704454   -41.514447     0.000000      41.5144        nan        nan   12
  14    3    3   0.701154    77.861283    -8.519200       78.326        nan        nan   12
  14    3   -3   0.701154   -77.861283    -8.519200       78.326        nan        nan   12
   6   13    3   0.701154    37.193142    -9.214458      38.3176        nan        nan   12
  13    6   -3   0.701154     7.124042    43.670235      44.2475        nan        nan   12
  13    6    3   0.701154     7.124042   -43.670235      44.2475        nan        nan   12
   6   13   -3   0.701154   -37.193142    -9.214458      38.3176        nan        nan   12
