   h    k    l       d(Å)      F(real)      F(imag)          |F|         2θ          I    M
   4   12   -2   0.800937   -71.562572    38.843882      81.4251        nan        nan   12
  12    4   -2   0.800937   -44.779542    -8.260094       45.535        nan        nan   12
  12    4    2   0.800937   -44.779542     8.260094       45.535        nan        nan   12
   8    8   -6   0.800937   -19.787844   -16.296933      25.6349        nan        nan   12
   6   11    3   0.796098   -13.160911   -12.546157      18.1828        nan        nan   12
  11    6   -3   0.796098   -25.408641    27.197542      37.2197        nan        nan   12
  11    6    3   0.796098   -25.408641   -27.197542      37.2197        nan        nan   12
   7    9   -6   0.796098   -17.269275    -1.294384      17.3177        nan        nan   12
   7    9    6   0.796098    17.269275    -1.294384      17.3177        nan        nan   12
   9    7   -6   0.796098     0.655677   -39.348916      39.3544        nan        nan   12
   9    7    6   0.796098    -0.655677   -39.348916      39.3544        nan        nan   12
   9    9   -2   0.796098   -23.812006     6.310762      24.6341        nan        nan   12
   9    9    2   0.796098    23.812006     6.310762      24.6341        nan        nan   12
   6   11   -3   0.796098    13.160911   -12.546157      18.1828        nan        nan   12
   8   10    2   0.791345    35.274958   -19.802766      40.4533        nan        nan   12
  10    8   -2   0.791345    44.677694    -6.354999      45.1274        nan        nan   12
  10    8    2   0.791345    44.677694     6.354999      45.1274        nan        nan   12
   8   10   -2   0.791345    35.274958    19.802766      40.4533        nan        nan   12
   8    9    5   0.786676    44.713673     1.942690      44.7559        nan        nan   12
   9    8    5   0.786676    46.671342    13.061797      48.4647        nan        nan   12
   7   11    0   0.786676     0.000000    57.729740      57.7297        nan        nan   12
  11    7    0   0.786676     0.000000    50.562170      50.5622        nan        nan   12
   5   12    1   0.786676   -26.429353    13.199837      29.5423        nan        nan   12
  12    5   -1   0.786676    56.357083    31.259378      64.4459        nan        nan   12
  12    5    1   0.786676   -56.357083    31.259378      64.4459        nan        nan   12
   8    9   -5   0.786676   -44.713673     1.942690      44.7559        nan        nan   12
   9    8   -5   0.786676    46.671342   -13.061797      48.4647        nan        nan   12
   5   12   -1   0.786676   -26.429353   -13.199837      29.5423        nan        nan   12
  13    0    1   0.786676     0.000000     9.064257      9.06426        nan        nan   12
  13    1    0   0.786676    -0.000000    -0.685510      0.68551        nan        nan   12
  10    6   -6   0.782089   -19.755667   -13.949636      24.1843        nan        nan   12
  10    6    6   0.782089   -19.755667    13.949636      24.1843        nan        nan   12
   7   11    2   0.777581   -59.658143   -18.845985      62.5641        nan        nan   12
  11    7    2   0.777581    43.858559   -29.973580      53.1224        nan        nan   12
   7   10   -5   0.777581   -24.805573    33.258568      41.4903        nan        nan   12
   7   10    5   0.777581   -24.805573   -33.258568      41.4903        nan        nan   12
  10    7    5   0.777581    61.629217    21.268698       65.196        nan        nan   12
   7   11   -2   0.777581    59.658143   -18.845985      62.5641        nan        nan   12
  11    7   -2   0.777581   -43.858559   -29.973580      53.1224        nan        nan   12
  13    1   -2   0.777581    61.160578   -21.824886       64.938        nan        nan   12
  13    1    2   0.777581   -61.160578   -21.824886       64.938        nan        nan   12
  13    2   -1   0.777581   -45.693463   -25.192590      52.1781        nan        nan   12
  13    2    1   0.777581   -45.693463    25.192590      52.1781        nan        nan   12
  10    7   -5   0.777581   -61.629217    21.268698       65.196        nan        nan   12
  12    4    4   0.773150    14.957020    18.530354      23.8136        nan        nan   12
  12    4   -4   0.773150    14.957020   -18.530354      23.8136        nan        nan   12
   9    9   -4   0.768795     2.979863    59.108644      59.1837        nan        nan   12
   9    9    4   0.768795    -2.979863    59.108644      59.1837        nan        nan   12
   5   12   -3   0.768795    12.129546   -17.200582      21.0472        nan        nan   12
   5   12    3   0.768795    12.129546    17.200582      21.0472        nan        nan   12
  12    5   -3   0.768795    57.765928    28.488098      64.4086        nan        nan   12
  12    5    3   0.768795   -57.765928    28.488098      64.4086        nan        nan   12
   3   13    0   0.768795     0.000000    44.885895      44.8859        nan        nan   12
  13    3    0   0.768795    -0.000000    -8.144314      8.14431        nan        nan   12
   8   10   -4   0.764512   -80.307636   -18.347117      82.3768        nan        nan   12
   8   10    4   0.764512   -80.307636    18.347117      82.3768        nan        nan   12
  10    8   -4   0.764512   -89.015744     2.339605      89.0465        nan        nan   12
  10    8    4   0.764512   -89.015744    -2.339605      89.0465        nan        nan   12
   6   12    0   0.764512   -46.172666     0.000000      46.1727        nan        nan   12
  12    6    0   0.764512   -98.016187     0.000000      98.0162        nan        nan   12
   6   11   -5   0.760299  -117.405160   -20.016217      119.099        nan        nan   12
   6   11    5   0.760299   117.405160   -20.016217      119.099        nan        nan   12
  11    6   -5   0.760299   -46.885915    27.212890       54.211        nan        nan   12
  11    6    5   0.760299   -46.885915   -27.212890       54.211        nan        nan   12
   9   10    1   0.760299     8.415358   -14.707630       16.945        nan        nan   12
  10    9   -1   0.760299     5.590195   -24.235152      24.8715        nan        nan   12
  10    9    1   0.760299    -5.590195   -24.235152      24.8715        nan        nan   12
  13    2   -3   0.760299    75.005349    -1.015690      75.0122        nan        nan   12
  13    2    3   0.760299    75.005349     1.015690      75.0122        nan        nan   12
  13    3   -2   0.760299    39.129408   -12.507406      41.0797        nan        nan   12
  13    3    2   0.760299   -39.129408   -12.507406      41.0797        nan        nan   12
   9   10   -1   0.760299     8.415358    14.707630       16.945        nan        nan   12
   6   12    2   0.756156    38.871569    28.018721      47.9171        nan        nan   12
  12    6    2   0.756156    33.215127   -23.176633      40.5019        nan        nan   12
   6   12   -2   0.756156    38.871569   -28.018721      47.9171        nan        nan   12
  12    6   -2   0.756156    33.215127    23.176633      40.5019        nan        nan   12
   8   11    1   0.752080    54.759988    23.948592      59.7678        nan        nan   12
   7   11    4   0.752080    -0.625066    17.917480      17.9284        nan        nan   12
  11    7   -4   0.752080   -11.893932     8.449362      14.5896        nan        nan   12
  11    7    4   0.752080    11.893932     8.449362      14.5896        nan        nan   12
  11    8   -1   0.752080   -24.907153   -14.773044      28.9587        nan        nan   12
  11    8    1   0.752080   -24.907153    14.773044      28.9587        nan        nan   12
   8   11   -1   0.752080   -54.759988    23.948592      59.7678        nan        nan   12
   7   11   -4   0.752080     0.625066    17.917480      17.9284        nan        nan   12
   4   13   -1   0.752080   -45.057095    -2.045785      45.1035        nan        nan   12
   4   13    1   0.752080    45.057095    -2.045785      45.1035        nan        nan   12
  13    4   -1   0.752080    49.787600   -40.165070       63.969        nan        nan   12
  13    4    1   0.752080    49.787600    40.165070       63.969        nan        nan   12
   9   10    3   0.744121   -44.097313    -8.202369      44.8537        nan        nan   12
  10    9   -3   0.744121    13.234801    18.928205      23.0963        nan        nan   12
  10    9    3   0.744121   -13.234801    18.928205      23.0963        nan        nan   12
   9   10   -3   0.744121   -44.097313     8.202369      44.8537        nan        nan   12
   8    8    8   0.740235  -103.641667    39.659964      110.971        nan        nan    4
   8    8   -8   0.740235  -103.641667   -39.659964      110.971        nan        nan    4
   5   13    0   0.736410     0.000000    61.903801      61.9038        nan        nan   12
  13    5    0   0.736410    -0.000000    -1.348257      1.34826        nan        nan   12
   8    9   -7   0.736410    -8.369545    32.765015      33.8171        nan        nan   12
   8    9    7   0.736410     8.369545    32.765015      33.8171        nan        nan   12
   9    8   -7   0.736410    12.865056   -15.468290      20.1191        nan        nan   12
   9    8    7   0.736410    12.865056    15.468290      20.1191        nan        nan   12
   8   11   -3   0.736410   -28.433662    33.508926      43.9468        nan        nan   12
   8   11    3   0.736410    28.433662    33.508926      43.9468        nan        nan   12
  11    8   -3   0.736410   -38.679122     4.626283      38.9548        nan        nan   12
  11    8    3   0.736410   -38.679122    -4.626283      38.9548        nan        nan   12
   7   12    1   0.736410    -7.305867   -16.634342       18.168        nan        nan   12
  12    5   -5   0.736410   -73.788057    -2.143028      73.8192        nan        nan   12
  12    5    5   0.736410    73.788057    -2.143028      73.8192        nan        nan   12
  12    7   -1   0.736410   -67.300753    62.299300      91.7093        nan        nan   12
  12    7    1   0.736410    67.300753    62.299300      91.7093        nan        nan   12
   4   13   -3   0.736410   -22.898709   -17.066792      28.5592        nan        nan   12
   4   13    3   0.736410    22.898709   -17.066792      28.5592        nan        nan   12
  13    4   -3   0.736410   -42.245595    19.407934      46.4904        nan        nan   12
  13    4    3   0.736410   -42.245595   -19.407934      46.4904        nan        nan   12
   7   12   -1   0.736410    -7.305867    16.634342       18.168        nan        nan   12
  12    6    4   0.732643   -17.162129    23.207104      28.8636        nan        nan   12
  14    0    0   0.732643   -22.529970     0.000000        22.53        nan        nan    6
   6   12   -4   0.732643    44.185183    19.330102      48.2284        nan        nan   12
   6   12    4   0.732643    44.185183   -19.330102      48.2284        nan        nan   12
  12    6   -4   0.732643   -17.162129   -23.207104      28.8636        nan        nan   12
  10    7    7   0.728933   -25.092158   -25.526020      35.7938        nan        nan   12
   5   13    2   0.728933    -0.430887    17.067794      17.0732        nan        nan   12
  13    5    2   0.728933    69.846622    -9.372893      70.4727        nan        nan   12
   9    9   -6   0.728933   -62.221610   -28.431585      68.4097        nan        nan   12
   9    9    6   0.728933    62.221610   -28.431585      68.4097        nan        nan   12
  10    7   -7   0.728933    25.092158   -25.526020      35.7938        nan        nan   12
  14    1   -1   0.728933     4.199215    13.708144      14.3369        nan        nan   12
  14    1    1   0.728933    -4.199215    13.708144      14.3369        nan        nan   12
   5   13   -2   0.728933     0.430887    17.067794      17.0732        nan        nan   12
  13    5   -2   0.728933   -69.846622    -9.372893      70.4727        nan        nan   12
   8   10    6   0.725279     1.433711    21.548219      21.5959        nan        nan   12
  10    8    6   0.725279    57.229606    24.597833      62.2919        nan        nan   12
   2   14    0   0.725279     0.903972    -0.000000     0.903972        nan        nan   12
  14    2    0   0.725279   -82.101328     0.000000      82.1013        nan        nan   12
   8   10   -6   0.725279     1.433711   -21.548219      21.5959        nan        nan   12
  10    8   -6   0.725279    57.229606   -24.597833      62.2919        nan        nan   12
  10   10    0   0.725279    -6.975742     0.000000      6.97574        nan        nan   12
   9   11    0   0.721680     0.000000    36.327762      36.3278        nan        nan   12
  11    9    0   0.721680     0.000000    13.794368      13.7944        nan        nan   12
   7   12   -3   0.721680   -37.569182    14.788893      40.3752        nan        nan   12
   7   12    3   0.721680   -37.569182   -14.788893      40.3752        nan        nan   12
  12    7   -3   0.721680   -27.008235    29.900724      40.2927        nan        nan   12
  12    7    3   0.721680    27.008235    29.900724      40.2927        nan        nan   12
  10   10   -2   0.718134    -4.451946   -15.855363      16.4685        nan        nan   12
  10   10    2   0.718134    -4.451946    15.855363      16.4685        nan        nan   12
  14    2   -2   0.718134   -51.974788    20.834721      55.9952        nan        nan   12
  14    2    2   0.718134   -51.974788   -20.834721      55.9952        nan        nan   12
  10    9    5   0.714639    46.820709   -43.419195      63.8546        nan        nan   12
   9   11    2   0.714639    -0.581931     3.462515      3.51108        nan        nan   12
   7   11    6   0.714639    27.593377    -8.780924      28.9568        nan        nan   12
  11    7    6   0.714639    -2.617045     1.025408      2.81076        nan        nan   12
  11    9    2   0.714639   -22.435915    -8.988059      24.1693        nan        nan   12
   3   14   -1   0.714639   -38.487815    36.593707      53.1075        nan        nan   12
   3   14    1   0.714639   -38.487815   -36.593707      53.1075        nan        nan   12
  14    3   -1   0.714639   -10.982321    33.884191      35.6195        nan        nan   12
  14    3    1   0.714639    10.982321    33.884191      35.6195        nan        nan   12
   9   10   -5   0.714639    39.542567    27.888451      48.3878        nan        nan   12
   9   10    5   0.714639    39.542567   -27.888451      48.3878        nan        nan   12
  10    9   -5   0.714639   -46.820709   -43.419195      63.8546        nan        nan   12
   9   11   -2   0.714639     0.581931     3.462515      3.51108        nan        nan   12
   7   11   -6   0.714639   -27.593377    -8.780924      28.9568        nan        nan   12
  11    7   -6   0.714639     2.617045     1.025408      2.81076        nan        nan   12
  11    9   -2   0.714639    22.435915    -8.988059      24.1693        nan        nan   12
   6   13   -1   0.714639   -50.819075   -23.081389      55.8151        nan        nan   12
   6   13    1   0.714639    50.819075   -23.081389      55.8151        nan        nan   12
  13    6   -1   0.714639     0.724039    19.094034      19.1078        nan        nan   12
  13    6    1   0.714639     0.724039   -19.094034      19.1078        nan        nan   12
   8   12    0   0.711195    34.044992    -0.000000       34.045        nan        nan   12
  12    8    0   0.711195     8.383919    -0.000000      8.38392        nan        nan   12
   8   11    5   0.707800    13.661493    15.097412      20.3609        nan        nan   12
  11    8    5   0.707800    -2.295694     5.228544      5.71033        nan        nan   12
   8   11   -5   0.707800   -13.661493    15.097412      20.3609        nan        nan   12
  11    8   -5   0.707800    -2.295694    -5.228544      5.71033        nan        nan   12
   5   13   -4   0.707800     8.237811    42.242412      43.0382        nan        nan   12
  13    5   -4   0.707800     1.326634    -9.508171      9.60028        nan        nan   12
   5   13    4   0.707800    -8.237811    42.242412      43.0382        nan        nan   12
  13    5    4   0.707800    -1.326634    -9.508171      9.60028        nan        nan   12
   8   12    2   0.704454     3.563601    13.857912      14.3088        nan        nan   12
   8   12   -2   0.704454     3.563601   -13.857912      14.3088        nan        nan   12
  12    8    2   0.704454    37.707351    -0.561223      37.7115        nan        nan   12
  12    8   -2   0.704454    37.707351     0.561223      37.7115        nan        nan   12
   4   14    0   0.704454   -84.730152     0.000000      84.7302        nan        nan   12
  14    4    0   0.704454   -32.387278     0.000000      32.3873        nan        nan   12
  14    3    3   0.701154    44.526206    -2.972296      44.6253        nan        nan   12
  14    3   -3   0.701154   -44.526206    -2.972296      44.6253        nan        nan   12
   6   13    3   0.701154    20.861157   -14.788986      25.5715        nan        nan   12
  13    6   -3   0.701154     7.645785    17.559676       19.152        nan        nan   12
  13    6    3   0.701154     7.645785   -17.559676       19.152        nan        nan   12
   6   13   -3   0.701154   -20.861157   -14.788986      25.5715        nan        nan   12
