# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 3.5.27 - Apr. 28, 2025
# Instrument: ./Incoherent/inc.instr
# Ncount: 10000000
# Trace: no
# Gravitation: no
# Seed: 1747402680623757
# Directory: ./data/inc_box_thick
# Param: thickness=0.1
# Param: sample=0
# Date: Fri May 16 15:38:04 2025 (1747402684)
# type: array_2d(200, 200)
# Source: inc (./Incoherent/inc.instr)
# component: psd_det
# position: 0.34202 0 1.43969
# title: PSD monitor
# Ncount: 10000000
# filename: post_det.dat
# statistics: X0=0.195548; dX=2.88348; Y0=-0.0492494; dY=2.90588;
# signal: Min=0; Max=0.236064; Mean=0.00451111;
# values: 180.444 2.52229 7395
# xvar: X 
# yvar: Y 
# xlabel: X position [cm]
# ylabel: Y position [cm]
# zvar: I
# zlabel: Signal per bin
# xylimits: -5 5 -5 5
# variables: I I_err N
# Data [psd_det/post_det.dat] I:
0 0 0 0 0 0 0.05357238194 0 0 0 0 0.0227787409 0.003843731172 0 0.006973788408 0.0226156111 0 0.008939484003 0 0 0 0.01811880748 0 0 0 0 0 0 0.01813580757 0 0 0 0 0.0003678980316 0 0 0 0 0 0.0162915694 0 0 0 0 0.01593342574 0 0 0 0 0 0 0 0 0 0 0 0 0.04558925139 0 0 0 0.002833094708 0 0 0 0.01976052822 0 0 0 0 0 0.02044666643 0 0 0 0 0 0 0 0 0 0 0 0 0.007625533694 0 0 0 0 0 0 0 0.04644605321 0 0 0 0.0303837635 0 0 0 0.03090057195 0 0 0 0.01347693052 0 0 0.01168005512 0.01078788395 0.04573872394 0 0 0 0 0.03435353855 0 0 0 0 0 0 0 0 0 0 0.02101800736 0 0 0 0 0 0 0 0 0.02298192508 0 0 0 0 0 0 0.04661655323 0.05886772897 0.0114374305 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01339934497 0 0 0.04299210741 0 0 0 0 0 0 0 0 0 0 0 0 0.0116854965 0 0 0 0 0 0 0 0.02499259908 0 0 0 0 0 0 0 0.03565995001 0.0005254341241 0 0 0 0 0 0 0 0 0.01652217863 
0 0.01786733222 0 0 0 0 0 0.02057387062 0.04406458331 0 0 0 0 0 0 0.05003322979 0 0 0 0.02859109703 0 0 0 0.05311818848 0 0 0 0 0 0 0.01229981915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03277980214 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04920669273 0 0 0 0 0 0 0 0 0.01702224254 0 0 0 0 0 0 0 0 0 0 0 0.01612669972 0.01158780632 0 0.03962461709 0 0.01469354047 0 0 0 0.00923721674 0.0518318068 0 0 0 0.01463466842 0.03311125306 0 0 0 0 0 0.02002366561 0 0.02786816445 0 0 0.01834446251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05766206564 0 0 0 0.03093871329 0 0.05432672831 0 0.0332561077 0 0 0 0 0 0.06388555822 0 0 0.01131027523 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.008877421787 0.05222830594 0 0.03472582178 0.07768014374 0.02965978831 0 0 0.03526959898 0 0 0.01349650729 0 0 0 0 0 0 0 0 0.01630340484 0 0 0 0 0 0 
0 0.008806367336 0 0.0448769973 0 0.04712779725 0 0 0 0 0.02719571068 0 0.01434400544 0 0 0 0 0 0 0.0146773538 0.05895754378 0 0 0 0 0 0 0.01550430091 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01392575153 0 0 0 0.01897674962 0 0 0.01902630404 0 0 0 0 0 0 0 0.01533744007 0.01833309386 0 0 0 0 0 0.03039447177 0 0 0.001977714929 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0157546808 0 0 0 0 0 0 0.01964417009 0 0 0 0 0.01706309522 0 0 0.01498848051 0 0 0 0.0504846878 0 0 0.09869690901 0 0.03850061394 0.01281159898 0 0 0 0.02508957774 0 0.01303980374 0 0 0.04958401208 0 0 0 0 0.01230424395 0 0 0 0.0153320499 0 0 0 0 0 0 0 0.03343821837 0 0 0 0 0 0 0 0 0 0.02324660762 0.05878369072 0 0 0 0 0 0 0 0.0153984833 0.03777381269 0 0 0 0 0 0.02219042215 0 0 0 0 0 0 0 0 0 0.05796443425 0 0 0.03508700439 0 0.02713659946 0 0 0 0 0 0 0.05185501693 0 0 0 0.02679398425 0 0 0 0 0 0 0 0.012790296 0 0 0 0.04365180571 0 0 
0.01913808358 0 0 0.01022489755 0 0 0.05696214825 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04739680837 0 0 0.06399315487 0 0 0 0 0 0 0 0 0.02067431259 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01160111741 0 0 0 0.04883426177 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01568518157 0 0 0 0 0.05711777542 0 0 0 0 0 0 0 0 0.02333727372 0 0 0 0 0.01717694574 0 0 0 0 0 0 0 0 0.05260639306 0 0 0.05305652882 0 0 0 0 0 0 0 0 0 0 0 0.04401957438 0 0 0 0.04070550167 0.01460700222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0115528501 0 0 0 0 0 0.03784652751 0 0 0.01995082452 0 0 0.01652404353 0 0 0 0.08921931653 0 0.02708649626 0 0.03602236888 0 0 0.01489397915 0 0 0 0 0.04304250423 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0.01773106656 0.02108355279 0 0 0 0 0 0 0 0 0 0.009467338453 0 0 0.03093516611 0 0 0 0.006178702483 0 0 0 0 0 0 0.008686966968 0.01816209215 0.008626987445 0 0 0 0 0 0 0 0.03071464841 0 0 0 0 0 0.01301774149 0 0 0 0.01549376281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02877945077 0 0.05182998748 0 0.01786768704 0 0 0 0 0 0 0 0 0 0 0 0 0.03317773163 0 0 0 0 0.02458149554 0.01702797806 0 0 0 0 0 0 0 0 0.01912376972 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02856263273 0 0 0 0 0 0 0 0 0.04041294471 0.01603638978 0 0 0 0.07894455779 0 0.05349961936 0 0 0 0 0.01236849891 0 0 0 0.04035106622 0 0 0 0.01449662868 0 0 0 0 0 0.02466803758 0 0 0 0 0 0 0 0.01094295445 0 0.02676057336 0 0 0 0 0.0363862162 0 0 0.005176076997 0 0 0 0 0 0 0 0 0 0.0002876979385 0 0.01034967005 0 0.02641485464 0.01695225081 0 0 0 0 0 0 0 
0 0 0 0 0.01913140609 0 0 0 0 0.01470293425 0 0.01190793166 0 0.009575515243 0 0.008840355339 0 0.01089264261 0.0393180239 0.02104412203 0.02787718833 0 0 0.02462023306 0.03543725988 0.04682200124 0 0.002709125624 0.00716178747 0 0 0 0 0.01026278041 0 0 0 0 0 0.008522827039 0 0.04413543215 0 0 0 0 0 0.02758625381 0 0 0 0 0.01519500238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03325376967 0 0 0 0.0308603318 0 0 0.01259177482 0 0 0 0 0 0 0.008181192549 0 0 0 0.02810321636 0.03703329435 0.04264187028 0.04810511471 0.02124552632 0.01855040561 0.03924630433 0 0 0 0 0 0 0 0 0.05221546296 0 0 0 0 0.01258528206 0 0 0 0 0.01146983482 0 0.0216037368 0 0 0.0106724294 0 0 0 0 0.02045747303 0 0 0 0 0.02451007879 0 0.008709776611 0 0 0 0 0 0 0 0.009809106497 0 0 0 0 0.009335322562 0.03659944931 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01465718357 0.01845449465 0 0 0 0 0 0 0 0.02963749728 0 0 0.02347800026 0.0103724659 0 0 0 0 0 0.03031286035 0 0 0 0 0 0 0 0 0 0 0 0 0.03275369244 0 0 
0 0 0 0 0.03096649822 0 0 0 0 0 0 0.009282688868 0 0 0 0 0 0 0.02140343179 0 0 0.01769022479 0 0 0 0 0.04708026441 0.05212654466 0 0 0 0.008047560999 0 0.01798573026 0 0.03542456634 0 0 0 0.004431643515 0.02869692922 0.05314087801 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05071764917 0 0 0 0 0 0 0 0 0 0.0269708756 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01533888881 0 0 0 0 0.01469354328 0.00385442125 0 0 0 0 0 0 0 0 0 0 0 0 0.006495348523 0 0.01466283335 0 0 0 0 0 0 0 0 0 0 0.05822059712 0 0 0 0 0 0 0 0 0 0 0 0 0.01198220968 0 0 0 0 0 0 0 0 0 0.0540480426 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03329597435 0 0 0 0 0.07589119278 0.04744022673 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0.05599440236 0 0 0 0 0 0 0 0 0 0 0.007011101736 0 0 0 0.02038732707 0 0 0 0.009079250009 0 0 0 0 0 0 0.05589560963 0 0 0 0 0 0.01330393084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02967448761 0.03990179673 0 0 0 0 0 0 0.02814391843 0 0 0 0 0 0 0.1506136488 0 0 0 0 0.04331314294 0 0 0.008782221753 0 0 0 0 0 0 0 0.02485239691 0 0 0.01840961353 0 0.02534265439 0 0.009614316112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02053594101 0 0.02093384091 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01639316918 0 0.04200457915 0 0 0 0.0149779339 0 0.01376914861 0.02001175133 0 0 0 0 0.03945916971 0.05919434783 0.01135553126 0 0.0346091503 0 0 0 0.02973240994 0.04632080186 0.01428640617 0 0 0 0 0 0 0 0.02026182925 0 0 0 0 0 0 0.04644471851 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02170829733 0 0 0 0 0 0 0.04667788048 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0500334657 0 0 0 0 0 0 0 0 0.04613841196 0 0 0 0 0 0 0 0 0.01571913426 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.009467949071 0 0 0 0 0 0 0 0 0 0.01035000082 0 0 0 0 0 0 0 0 0.008043844243 0 0.01628911214 0 0 0 0.007115841265 0 0 0 0 0.01755318465 0 0 0 0 0.01486157691 0 0.008907293906 0 0 0 0.02041300411 0.0443104384 0.0289666935 0.04335848081 0 0 0 0 0 0 0 0.008471609247 0 0 0 0 0 0 0.008625395722 0 0 0.05082267348 0 0 0 0 0 0 0 0 0 0 0.0275895205 0 0 0 0 0 0 0 0 0 0 0 0.01535013518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03582166962 0 0 0 0 0.01599291639 0 0 0 0.04551765919 0 0.05031665103 0 0.01348767038 0 0 0 0.0234863932 0 0 0 0.02789972801 0 0 0 0.007064267681 0 0 0 0 0.02336171248 0.01523396964 0 0 0 0 0 0 0 0 0 0 
0 0.0225122959 0.08094490095 0.01078028047 0 0 0 0 0 0 0 0 0 0 0.04566351955 0 0 0 0.006562512395 0 0 0 0.006661704733 0.01234687647 0 0 0 0 0 0 0 0 0 0.01349587269 0 0 0.007285823716 0 0.01098349287 0 0 0 0 0 0.007005897795 0 0 0 0 0 0 0 0.01096060719 0 0 0.04665606773 0 0.0559180505 0.01234170905 0 0 0 0.008422023141 0 0 0 0 0 0 0 0 0.02853470081 0 0 0 0 0 0 0 0.007789266755 0 0 0.05676920823 0 0 0 0 0 0 0 0.0123816482 0 0 0 0 0 0 0 0 0 0 0 0 0.00879949614 0 0.04995915788 0.04931851602 0 0 0 0 0.04535862329 0 0 0 0.01355187148 0.02728891014 0 0 0 0 0 0 0.01888572109 0 0 0.008046624058 0 0 0 0 0 0.02108257212 0.01240183536 0 0 0 0 0 0 0.01160323318 0 0.01600374124 0 0.05568168967 0 0 0 0 0 0 0.03017275499 0 0 0 0 0 0.04909608919 0 0 0 0 0 0.03488061564 0 0 0 0 0 0.01963743746 0 0 0.01849876857 0 0 0 0 0.05474661736 0 0 0 0 0 0.0349883143 0 0 0 0 0 0 0 0.01091807176 0 0 0 0 0 0 0 0.01522677675 
